customerid,count,country,state,city,zip_code,lat_long,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason,age,under_30,married,number_of_dependents,satisfaction_score,customer_status,quarter,referred_a_friend,number_of_referrals,tenure_in_months,avg_monthly_long_distance_charges,internet_type,avg_monthly_gb_download,device_protection_plan,premium_tech_support,streaming_music,unlimited_data,monthly_charge,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue
0036-IHMOT,1,United States,California,Parlier,93648,"36.622237, -119.521126",36.622237,-119.521126,Female,No,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.7,5656.75,No,0,65,5892,,37,No,Yes,3,3,Stayed,Q3,Yes,10,55,35.04,Fiber Optic,57,Yes,Yes,Yes,No,103.7,0.0,20,1927.2,7603.95
4178-EGMON,1,United States,California,Prather,93651,"37.007238, -119.505661",37.007238,-119.505661,Male,No,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),88.0,5986.45,No,0,48,4867,,30,No,Yes,0,3,Stayed,Q3,Yes,9,70,9.28,Fiber Optic,51,No,Yes,No,Yes,88.0,0.0,0,649.5999999999999,6636.049999999999
4220-TINQT,1,United States,California,Raisin City,93652,"36.594542, -119.905245",36.594542,-119.905245,Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,6751.35,No,0,35,5632,,41,No,Yes,0,5,Stayed,Q3,Yes,3,61,27.63,Fiber Optic,29,Yes,Yes,Yes,Yes,106.35,0.0,0,1685.4299999999998,8436.78
5318-YKDPV,1,United States,California,Raymond,93653,"37.252057, -119.95783",37.252057,-119.95783,Male,No,Yes,No,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.15,3566.6,No,0,63,3716,,62,No,Yes,0,3,Stayed,Q3,Yes,1,43,41.08,DSL,18,Yes,Yes,Yes,Yes,79.15,0.0,0,1766.4399999999998,5333.04
7975-TZMLR,1,United States,California,Reedley,93654,"36.636638, -119.421842",36.636638,-119.421842,Male,No,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.1,4889.3,No,0,29,5029,,37,No,No,0,4,Stayed,Q3,No,0,47,16.64,Fiber Optic,8,Yes,No,Yes,Yes,103.1,0.0,0,782.08,5671.38
0295-QVKPB,1,United States,California,Riverdale,93656,"36.452211, -119.94575",36.452211,-119.94575,Male,No,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),63.95,318.1,No,0,42,3099,,38,No,No,0,4,Stayed,Q3,No,0,5,13.96,DSL,5,Yes,Yes,No,Yes,63.95,0.0,0,69.80000000000001,387.90000000000003
5337-IIWKZ,1,United States,California,Sultana,93666,"36.545353, -119.338535",36.545353,-119.338535,Male,No,Yes,Yes,34,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,44.85,1442.6,No,0,49,5569,,35,No,Yes,3,4,Stayed,Q3,Yes,2,34,0.0,DSL,76,Yes,Yes,No,Yes,44.85,0.0,0,0.0,1442.6
3487-EARAT,1,United States,California,Wishon,93669,"37.287758, -119.548156",37.287758,-119.548156,Female,No,Yes,No,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),74.1,5222.3,No,0,43,6325,,46,No,Yes,0,3,Stayed,Q3,Yes,7,70,19.1,DSL,21,Yes,Yes,Yes,Yes,74.1,0.0,0,1337.0,6559.3
2672-TGEFF,1,United States,California,Traver,93673,"36.456091, -119.486225",36.456091,-119.486225,Female,No,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.8,3340.55,No,0,31,3746,,33,No,Yes,2,4,Stayed,Q3,Yes,3,37,1.08,Fiber Optic,16,No,No,No,Yes,88.8,0.0,0,39.96,3380.51
4250-WAROZ,1,United States,California,Fresno,93701,"36.749403, -119.787574",36.749403,-119.787574,Male,Yes,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.25,5774.55,No,0,70,4353,,70,No,Yes,3,3,Stayed,Q3,Yes,4,60,19.68,Fiber Optic,53,No,No,No,Yes,93.25,0.0,0,1180.8,6955.35
8184-WMOFI,1,United States,California,Fresno,93702,"36.739385, -119.753649",36.739385,-119.753649,Male,No,Yes,No,62,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),71.4,4487.3,No,0,56,5327,,47,No,Yes,0,3,Stayed,Q3,No,0,62,14.05,DSL,25,Yes,Yes,Yes,Yes,71.4,0.0,0,871.1,5358.400000000001
6092-QZVPP,1,United States,California,Fresno,93704,"36.799648, -119.801247",36.799648,-119.801247,Male,No,No,No,36,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.2,2854.95,No,0,53,4830,,27,Yes,No,0,3,Stayed,Q3,No,0,36,42.51,Cable,52,Yes,Yes,Yes,No,79.2,0.0,40,1530.36,4425.3099999999995
0392-BZIUW,1,United States,California,Fresno,93710,"36.822715, -119.761826",36.822715,-119.761826,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.0,7589.8,No,0,70,5678,,44,No,Yes,0,3,Stayed,Q3,Yes,7,72,6.58,Fiber Optic,7,Yes,No,Yes,Yes,105.0,0.0,0,473.76,8063.56
6549-NNDYT,1,United States,California,Fresno,93720,"36.878709, -119.7645",36.878709,-119.7645,Female,No,No,No,13,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.85,394.1,No,0,38,2444,,59,No,No,0,3,Stayed,Q3,No,0,13,0.0,Cable,7,No,No,No,Yes,30.85,0.0,0,0.0,394.1
6916-HIJSE,1,United States,California,Fresno,93725,"36.623632, -119.741322",36.623632,-119.741322,Female,No,No,No,65,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.85,5459.2,No,0,75,5434,,57,No,No,0,4,Stayed,Q3,No,0,65,41.74,Cable,17,Yes,Yes,Yes,Yes,84.85,0.0,0,2713.1,8172.299999999999
2316-ESMLS,1,United States,California,Fresno,93726,"36.793601, -119.761131",36.793601,-119.761131,Female,No,Yes,No,12,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),33.15,444.75,No,0,74,3882,,54,No,Yes,0,3,Stayed,Q3,Yes,7,12,0.0,DSL,27,No,Yes,No,Yes,33.15,0.0,0,0.0,444.75
9778-OGKQZ,1,United States,California,Fresno,93727,"36.751489, -119.68072",36.751489,-119.68072,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.0,6782.15,No,0,44,5883,,55,No,Yes,0,3,Stayed,Q3,Yes,8,72,5.32,DSL,5,Yes,Yes,Yes,No,92.0,0.0,10,383.04,7175.19
7408-OFWXJ,1,United States,California,Fresno,93728,"36.757345, -119.818274",36.757345,-119.818274,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.8,6510.45,No,0,66,5762,,23,Yes,Yes,0,3,Stayed,Q3,Yes,3,72,44.92,DSL,69,Yes,Yes,Yes,Yes,89.8,0.0,0,3234.2400000000002,9744.69
6007-TCTST,1,United States,California,Salinas,93901,"36.64152, -121.622188",36.64152,-121.622188,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.8,8476.5,No,0,39,5841,,57,No,Yes,2,3,Stayed,Q3,Yes,9,72,12.29,Fiber Optic,24,Yes,Yes,Yes,Yes,115.8,0.0,0,884.8799999999999,9361.38
2252-NKNSI,1,United States,California,Salinas,93905,"36.667794, -121.601306",36.667794,-121.601306,Male,No,No,No,52,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,85.15,4461.85,No,0,69,4322,,63,No,No,0,3,Stayed,Q3,No,0,52,32.02,DSL,28,No,Yes,Yes,Yes,85.15,0.0,0,1665.0400000000002,6126.89
7905-TVXTA,1,United States,California,Salinas,93907,"36.77462, -121.664714",36.77462,-121.664714,Female,No,No,No,5,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.35,352.65,No,0,35,4771,,63,No,No,0,4,Stayed,Q3,No,0,5,8.32,DSL,22,No,Yes,No,Yes,64.35,0.0,0,41.6,394.25
8374-UULRV,1,United States,California,Carmel By The Sea,93921,"36.554618, -121.922239",36.554618,-121.922239,Male,No,No,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.05,6309.65,No,0,33,5965,,22,Yes,No,0,4,Stayed,Q3,No,0,72,48.36,DSL,71,No,Yes,Yes,No,86.05,0.0,20,3481.92,9811.57
3224-DFQNQ,1,United States,California,Carmel Valley,93924,"36.414611, -121.6386",36.414611,-121.6386,Female,No,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,89.0,5898.6,No,0,53,4488,,59,No,Yes,0,3,Stayed,Q3,Yes,10,66,37.38,Fiber Optic,8,No,Yes,No,Yes,89.0,0.0,0,2467.0800000000004,8365.68
5275-PMFUT,1,United States,California,Chualar,93925,"36.596271, -121.442274",36.596271,-121.442274,Male,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.8,4719.75,No,0,72,4036,,52,No,Yes,0,3,Stayed,Q3,Yes,9,72,0.0,DSL,18,Yes,Yes,Yes,Yes,64.8,0.0,0,0.0,4719.75
9777-IQHWP,1,United States,California,Greenfield,93927,"36.248708, -121.386617",36.248708,-121.386617,Male,No,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),93.4,5822.3,No,0,42,6249,,53,No,Yes,1,3,Stayed,Q3,Yes,2,64,30.82,Fiber Optic,11,Yes,No,Yes,Yes,93.4,0.0,0,1972.48,7794.780000000001
0979-MOZQI,1,United States,California,Monterey,93940,"36.362741, -121.869685",36.362741,-121.869685,Male,No,Yes,No,62,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),39.0,2337.45,No,0,54,4987,,61,No,Yes,0,4,Stayed,Q3,Yes,6,62,0.0,Cable,4,No,Yes,No,Yes,39.0,0.0,0,0.0,2337.45
1937-OTUKY,1,United States,California,Seaside,93955,"36.625114, -121.823565",36.625114,-121.823565,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),98.2,7015.9,No,0,75,4332,,32,No,Yes,0,3,Stayed,Q3,Yes,1,72,25.48,Fiber Optic,3,Yes,Yes,No,Yes,98.2,0.0,0,1834.56,8850.46
1573-LGXBA,1,United States,California,Soledad,93960,"36.414216, -121.360597",36.414216,-121.360597,Male,No,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),97.55,5598.0,No,0,51,5833,,26,Yes,Yes,3,4,Stayed,Q3,Yes,1,57,4.18,Fiber Optic,73,Yes,No,Yes,Yes,97.55,0.0,0,238.26,5836.26
4713-ZBURT,1,United States,California,Brisbane,94005,"37.684694, -122.40712",37.684694,-122.40712,Male,No,No,Yes,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),99.7,4634.35,No,0,38,3333,,33,No,No,2,4,Stayed,Q3,No,0,45,23.54,Fiber Optic,12,Yes,No,Yes,Yes,99.7,0.0,0,1059.3,5693.650000000001
3050-GBUSH,1,United States,California,Burlingame,94010,"37.57028, -122.365778",37.57028,-122.365778,Female,No,No,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),34.8,113.95,No,0,67,2496,,25,Yes,No,0,4,Joined,Q3,No,0,3,0.0,DSL,46,No,No,No,Yes,34.8,0.0,0,0.0,113.95
7876-AEHIG,1,United States,California,Daly City,94015,"37.680844, -122.48131",37.680844,-122.48131,Female,No,No,No,51,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),60.15,3077.0,No,0,37,5404,,48,No,No,0,3,Stayed,Q3,No,0,51,0.0,DSL,10,Yes,Yes,Yes,Yes,60.15,0.0,0,0.0,3077.0
7945-HLKEA,1,United States,California,Half Moon Bay,94019,"37.45567, -122.407992",37.45567,-122.407992,Female,No,No,No,60,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,64.75,4039.5,No,0,25,6408,,29,Yes,No,0,3,Stayed,Q3,No,0,60,37.95,DSL,27,Yes,Yes,No,No,64.75,0.0,120,2277.0,6436.5
9342-VNIMQ,1,United States,California,La Honda,94020,"37.285677, -122.224165",37.285677,-122.224165,Male,No,No,No,33,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.65,1665.2,No,0,58,5201,,62,No,No,0,3,Stayed,Q3,No,0,33,5.91,DSL,5,No,No,No,Yes,54.65,0.0,0,195.03,1860.23
3199-NPKCN,1,United States,California,Menlo Park,94025,"37.449551, -122.183762",37.449551,-122.183762,Female,No,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.25,7511.65,No,0,37,5649,,39,No,Yes,0,3,Stayed,Q3,Yes,1,67,35.03,Fiber Optic,23,Yes,Yes,Yes,Yes,111.25,0.0,0,2347.01,9858.66
5170-PTRKA,1,United States,California,Atherton,94027,"37.454924, -122.203168",37.454924,-122.203168,Female,No,Yes,No,49,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),35.8,1782.0,No,0,69,4865,,19,Yes,Yes,0,4,Stayed,Q3,Yes,1,49,0.0,Cable,82,No,Yes,No,Yes,35.8,0.0,0,0.0,1782.0
2123-AGEEN,1,United States,California,Millbrae,94030,"37.601248, -122.403099",37.601248,-122.403099,Female,Yes,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.35,609.65,No,0,38,2107,,66,No,No,0,3,Stayed,Q3,No,0,7,26.29,Fiber Optic,20,Yes,No,No,No,84.35,29.17,10,184.03,774.51
1258-YMZNM,1,United States,California,Montara,94037,"37.540582, -122.509594",37.540582,-122.509594,Female,Yes,No,No,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),110.5,2857.6,No,0,56,4997,,70,No,No,0,3,Stayed,Q3,No,0,27,35.76,Fiber Optic,4,Yes,No,No,Yes,110.5,0.0,0,965.52,3823.12
0048-LUMLS,1,United States,California,Moss Beach,94038,"37.515556, -122.502311",37.515556,-122.502311,Male,No,Yes,Yes,37,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),91.2,3247.55,No,0,55,5263,,23,Yes,Yes,3,5,Stayed,Q3,Yes,1,37,43.01,Fiber Optic,51,No,No,Yes,Yes,91.2,0.0,0,1591.37,4838.92
5898-IGSLP,1,United States,California,Mountain View,94041,"37.388349, -122.075299",37.388349,-122.075299,Male,No,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.3,2823.0,No,0,46,2132,,37,No,Yes,3,3,Stayed,Q3,Yes,1,31,20.76,Fiber Optic,57,Yes,Yes,No,Yes,89.3,0.0,0,643.5600000000001,3466.56
6259-WJQLC,1,United States,California,Pacifica,94044,"37.573633, -122.455167",37.573633,-122.455167,Male,Yes,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),81.1,2619.25,No,0,50,2143,,77,No,No,0,4,Stayed,Q3,No,0,32,1.12,Fiber Optic,5,Yes,No,No,Yes,81.1,19.25,0,35.84,2635.84
7997-EASSD,1,United States,California,Redwood City,94061,"37.461251, -122.235414",37.461251,-122.235414,Female,No,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),81.2,4965.1,No,0,64,6063,,56,No,Yes,0,3,Stayed,Q3,Yes,1,63,38.85,Fiber Optic,27,No,Yes,No,Yes,81.2,0.0,0,2447.55,7412.650000000001
0730-KOAVE,1,United States,California,Redwood City,94062,"37.410567, -122.297152",37.410567,-122.297152,Male,No,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.3,2679.7,No,0,75,4219,,53,No,No,0,3,Stayed,Q3,No,0,30,41.66,Fiber Optic,28,No,No,Yes,Yes,94.3,0.0,0,1249.8,3929.5
8975-SKGRX,1,United States,California,Redwood City,94063,"37.499411, -122.196318",37.499411,-122.196318,Male,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.1,8310.55,No,0,42,5027,,29,Yes,Yes,0,4,Stayed,Q3,Yes,1,71,33.83,Fiber Optic,27,Yes,Yes,Yes,No,116.1,0.0,130,2401.93,10842.48
0678-RLHVP,1,United States,California,Redwood City,94065,"37.527497, -122.230941",37.527497,-122.230941,Female,No,No,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,5682.25,No,0,67,5731,,33,No,No,0,5,Stayed,Q3,No,0,53,12.92,Fiber Optic,19,Yes,No,Yes,Yes,105.55,0.0,0,684.76,6367.01
2267-FPIMA,1,United States,California,San Carlos,94070,"37.497915, -122.267361",37.497915,-122.267361,Male,No,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.4,4914.9,No,0,21,5548,,27,Yes,Yes,0,4,Stayed,Q3,Yes,1,50,17.58,Fiber Optic,47,No,No,Yes,Yes,94.4,0.0,0,878.9999999999999,5793.9
5285-MVEHD,1,United States,California,Sunnyvale,94087,"37.3511, -122.037311",37.3511,-122.037311,Female,No,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.6,6068.65,No,0,24,4196,,35,No,Yes,0,4,Stayed,Q3,Yes,1,56,34.1,Fiber Optic,13,Yes,No,Yes,Yes,105.6,0.0,0,1909.6000000000001,7978.25
0379-DJQHR,1,United States,California,Sunnyvale,94089,"37.421633, -122.009613",37.421633,-122.009613,Male,No,Yes,No,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),81.35,5398.6,No,0,51,4219,,60,No,Yes,0,3,Stayed,Q3,Yes,1,67,45.25,DSL,18,Yes,No,Yes,Yes,81.35,0.0,0,3031.75,8430.35
5543-QDCRY,1,United States,California,San Francisco,94103,"37.773147, -122.411287",37.773147,-122.411287,Male,No,No,No,4,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.4,234.85,No,0,49,5344,,38,No,No,0,4,Stayed,Q3,No,0,4,20.76,DSL,30,No,No,No,Yes,56.4,0.0,0,83.04,317.89
0297-RBCSG,1,United States,California,San Francisco,94104,"37.791222, -122.402241",37.791222,-122.402241,Male,No,No,No,19,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),65.35,1231.85,No,0,39,2051,,61,No,No,0,4,Stayed,Q3,No,0,19,41.79,DSL,6,No,Yes,Yes,No,65.35,0.0,60,794.01,2085.8599999999997
0835-JKADZ,1,United States,California,San Francisco,94107,"37.768881, -122.395521",37.768881,-122.395521,Female,No,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.25,7984.15,No,0,54,4361,,29,Yes,No,0,4,Stayed,Q3,No,0,71,41.92,Fiber Optic,53,Yes,Yes,Yes,Yes,111.25,0.0,0,2976.32,10960.47
7508-SMHXL,1,United States,California,San Francisco,94109,"37.794487, -122.42227",37.794487,-122.42227,Female,Yes,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),89.0,1288.3,No,0,77,4452,,72,No,No,0,4,Stayed,Q3,No,0,15,1.67,Fiber Optic,21,No,No,No,Yes,89.0,45.69,0,25.049999999999997,1267.6599999999999
3865-YIOTT,1,United States,California,San Francisco,94110,"37.750021, -122.415201",37.750021,-122.415201,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.1,7848.5,No,0,72,6283,,40,No,Yes,1,3,Stayed,Q3,Yes,1,72,11.67,Fiber Optic,26,Yes,No,Yes,Yes,106.1,0.0,0,840.24,8688.74
3956-CJUST,1,United States,California,San Francisco,94115,"37.786031, -122.437301",37.786031,-122.437301,Female,Yes,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.4,1643.55,No,0,49,2491,,67,No,No,0,4,Stayed,Q3,No,0,23,17.62,Fiber Optic,25,No,No,No,No,75.4,0.0,80,405.26000000000005,2128.81
4079-WWQQQ,1,United States,California,San Francisco,94116,"37.74441, -122.486764",37.74441,-122.486764,Male,No,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.55,4807.45,No,0,24,4266,,45,No,No,0,4,Stayed,Q3,No,0,72,0.0,Cable,10,Yes,Yes,Yes,Yes,65.55,0.0,0,0.0,4807.45
6103-BOCOU,1,United States,California,San Francisco,94117,"37.770533, -122.445121",37.770533,-122.445121,Female,No,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.7,2193.0,No,0,28,4501,,37,No,No,0,3,Stayed,Q3,No,0,26,20.64,Fiber Optic,22,Yes,No,No,Yes,80.7,0.0,0,536.64,2729.64
5149-TGWDZ,1,United States,California,San Francisco,94118,"37.781304, -122.461522",37.781304,-122.461522,Female,No,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,104.55,2239.4,No,0,20,3471,,48,No,No,0,4,Stayed,Q3,No,0,21,36.31,Fiber Optic,27,Yes,Yes,Yes,Yes,104.55,0.0,0,762.51,3001.91
4301-VVZKA,1,United States,California,San Francisco,94123,"37.800254, -122.436975",37.800254,-122.436975,Male,No,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,1189.4,No,0,51,5432,,25,Yes,Yes,0,5,Stayed,Q3,Yes,1,16,25.83,Fiber Optic,46,No,No,No,Yes,75.4,0.0,0,413.28,1602.68
9199-PWQVC,1,United States,California,San Francisco,94124,"37.731505, -122.384532",37.731505,-122.384532,Female,No,Yes,No,63,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),79.7,4786.15,No,0,30,4010,,38,No,Yes,0,3,Stayed,Q3,Yes,1,63,49.08,Cable,24,No,No,Yes,No,79.7,0.0,30,3092.04,7908.19
4824-GUCBY,1,United States,California,San Francisco,94127,"37.736535, -122.45732",37.736535,-122.45732,Female,Yes,No,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.7,1820.9,No,0,34,5602,,77,No,No,0,4,Stayed,Q3,No,0,22,23.43,Fiber Optic,22,No,No,No,Yes,81.7,29.88,0,515.46,2306.48
5393-HJZSM,1,United States,California,San Francisco,94129,"37.797526, -122.464531",37.797526,-122.464531,Female,No,Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),76.3,2404.15,No,0,70,5324,,54,No,Yes,1,3,Stayed,Q3,Yes,1,32,32.43,Cable,19,Yes,Yes,Yes,Yes,76.3,0.0,0,1037.76,3441.91
0862-PRCBS,1,United States,California,San Francisco,94132,"37.722302, -122.491129",37.722302,-122.491129,Female,No,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),103.75,7039.45,No,0,45,4121,,32,No,Yes,3,3,Stayed,Q3,Yes,6,68,16.09,Fiber Optic,53,No,Yes,Yes,Yes,103.75,0.0,0,1094.12,8133.57
8812-ZRHFP,1,United States,California,San Francisco,94133,"37.802071, -122.411004",37.802071,-122.411004,Female,No,Yes,Yes,30,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,86.45,2538.05,No,0,24,2923,,53,No,Yes,3,3,Stayed,Q3,No,0,30,48.43,Fiber Optic,58,Yes,No,Yes,Yes,86.45,0.0,0,1452.9,3990.9500000000003
5146-CBVOE,1,United States,California,San Francisco,94134,"37.721052, -122.413573",37.721052,-122.413573,Female,No,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.1,1212.85,No,0,59,5176,,44,No,No,0,5,Stayed,Q3,No,0,16,38.02,Fiber Optic,25,No,No,No,Yes,75.1,0.0,0,608.32,1821.17
0454-OKRCT,1,United States,California,Palo Alto,94301,"37.444314, -122.149996",37.444314,-122.149996,Male,No,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),80.6,2651.1,No,0,80,5542,,32,No,No,0,4,Stayed,Q3,No,0,33,34.85,Fiber Optic,27,No,Yes,No,Yes,80.6,0.0,0,1150.05,3801.1499999999996
4198-VFOEA,1,United States,California,Stanford,94305,"37.424342, -122.165641",37.424342,-122.165641,Female,No,No,No,12,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,33.6,435.45,No,0,30,2990,,58,No,No,0,3,Stayed,Q3,No,0,12,0.0,DSL,19,No,Yes,No,Yes,33.6,0.0,0,0.0,435.45
6630-UJZMY,1,United States,California,Palo Alto,94306,"37.416159, -122.131337",37.416159,-122.131337,Female,Yes,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.25,308.05,No,0,37,5251,,73,No,Yes,0,3,Stayed,Q3,Yes,10,4,14.34,Fiber Optic,14,No,No,No,Yes,83.25,39.93,0,57.36,325.48
2692-AQCPF,1,United States,California,San Mateo,94403,"37.538309, -122.305109",37.538309,-122.305109,Female,No,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.05,7118.9,No,0,69,6047,,32,No,Yes,0,3,Stayed,Q3,Yes,6,65,41.34,Fiber Optic,15,Yes,Yes,Yes,Yes,108.05,0.0,0,2687.1000000000004,9806.0
0811-GSDTP,1,United States,California,Alameda,94502,"37.724817, -122.224363",37.724817,-122.224363,Female,No,No,Yes,13,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.15,382.2,No,0,22,3540,,50,No,No,2,5,Stayed,Q3,No,0,13,0.0,Cable,19,No,No,No,No,30.15,0.0,10,0.0,392.2
