gender,senior_citizen,dependents,phone_service,multiple_lines,online_security,online_backup,device_protection,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,total_charges,churn_value,cltv,under_30,married,number_of_dependents,satisfaction_score,referred_a_friend,number_of_referrals,tenure_in_months,avg_monthly_long_distance_charges,internet_type,avg_monthly_gb_download,premium_tech_support,streaming_music,unlimited_data,monthly_charge,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue
Male,No,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2065.15,0,3150,No,No,0,5,No,0,46,24.13,Cable,16,No,No,Yes,45.2,0.0,0,1109.98,3175.13
Female,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,5064.45,0,4931,Yes,Yes,0,4,Yes,10,67,4.71,DSL,58,No,Yes,Yes,75.1,0.0,0,315.57,5380.0199999999995
Male,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),2447.45,0,4959,No,Yes,0,3,Yes,1,33,19.11,DSL,21,No,No,Yes,72.75,0.0,0,630.63,3078.08
Male,No,Yes,No,No phone service,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,1838.15,0,4810,Yes,Yes,2,4,Yes,8,49,0.0,DSL,47,No,Yes,Yes,39.2,0.0,0,0.0,1838.15
Male,No,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.75,0,5479,No,No,0,4,No,0,1,18.57,DSL,26,No,No,No,44.75,0.0,10,18.57,73.32
Male,No,No,Yes,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,1185.0,0,4965,No,Yes,0,5,Yes,8,14,45.57,Fiber Optic,10,No,No,Yes,82.65,0.0,0,637.98,1822.98
Male,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),1743.9,0,3728,No,No,0,4,No,0,18,1.92,Fiber Optic,25,Yes,No,Yes,93.9,0.0,0,34.56,1778.46
Female,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),8529.5,0,4743,No,Yes,0,3,Yes,1,72,24.89,Fiber Optic,5,Yes,Yes,Yes,117.15,0.0,0,1792.08,10321.58
Male,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),6549.45,0,5213,No,No,0,4,No,0,64,36.54,Fiber Optic,14,Yes,Yes,Yes,99.25,0.0,0,2338.56,8888.01
Male,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),7806.5,0,5532,Yes,Yes,0,4,Yes,9,69,3.41,Fiber Optic,41,Yes,Yes,Yes,112.55,0.0,0,235.29000000000002,8041.79
Male,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),6287.3,0,6291,No,Yes,3,3,Yes,1,71,15.71,DSL,57,Yes,Yes,No,90.3,0.0,100,1115.41,7502.71
Female,No,Yes,Yes,No,No,No,No,No,No,One year,Yes,Credit card (automatic),3251.85,0,5232,No,Yes,2,3,Yes,1,66,48.11,Cable,27,Yes,No,Yes,49.4,0.0,0,3175.2599999999998,6427.11
Female,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),7904.25,0,5011,No,Yes,0,3,Yes,1,71,9.96,Fiber Optic,14,Yes,Yes,Yes,109.7,0.0,0,707.1600000000001,8611.41
Male,No,No,Yes,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,729.95,0,2738,Yes,No,0,3,No,0,11,27.84,Cable,59,No,No,Yes,61.25,0.0,0,306.24,1036.19
Male,No,Yes,Yes,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,2654.05,0,5491,No,No,2,3,No,0,47,25.25,Cable,17,No,No,Yes,55.3,0.0,0,1186.75,3840.8
Male,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),5969.95,0,6237,No,Yes,1,4,Yes,1,60,2.83,Fiber Optic,19,Yes,Yes,Yes,103.75,0.0,0,169.8,6139.75
Female,No,No,No,No phone service,Yes,Yes,No,No,No,One year,No,Credit card (automatic),1082.75,0,5103,No,No,0,3,No,0,29,0.0,Cable,28,Yes,No,Yes,39.5,0.0,0,0.0,1082.75
Male,No,Yes,No,No phone service,No,No,No,No,No,Month-to-month,Yes,Electronic check,565.75,0,4302,Yes,Yes,9,5,Yes,1,21,0.0,DSL,59,No,No,Yes,26.05,0.0,0,0.0,565.75
Male,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),4370.75,0,3594,No,Yes,0,4,Yes,1,48,25.19,Fiber Optic,22,No,Yes,Yes,91.05,0.0,0,1209.1200000000001,5579.87
Female,No,Yes,No,No phone service,No,Yes,No,No,No,Month-to-month,No,Mailed check,90.05,0,5880,No,No,3,3,No,0,3,0.0,DSL,53,No,No,Yes,29.65,0.0,0,0.0,90.05
Female,No,Yes,Yes,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,2169.4,0,5284,No,Yes,2,4,Yes,1,43,14.64,DSL,19,No,No,Yes,50.2,0.0,0,629.52,2798.92
Male,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,550.6,0,4024,No,No,0,3,No,0,5,44.65,Fiber Optic,30,No,Yes,Yes,105.3,0.0,0,223.25,773.85
Female,No,No,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.45,0,5286,No,No,0,4,No,0,1,6.43,DSL,27,No,Yes,No,55.45,0.0,10,6.43,71.88
Male,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,6300.85,0,5280,No,Yes,3,4,No,0,71,23.41,DSL,53,Yes,Yes,Yes,85.45,0.0,0,1662.11,7962.96
Male,No,No,Yes,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,436.6,0,3003,No,No,0,3,No,0,8,48.2,DSL,22,No,No,Yes,59.25,0.0,0,385.6,822.2
Male,No,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),1781.35,0,2927,No,No,0,4,No,0,20,25.41,Fiber Optic,27,No,No,Yes,90.7,0.0,0,508.2,2289.5499999999997
Male,No,No,Yes,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),5552.5,0,5466,No,No,0,4,No,0,71,41.34,Fiber Optic,10,No,No,Yes,79.05,0.0,0,2935.1400000000003,8487.64
Female,Yes,No,Yes,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,2835.5,0,2364,No,Yes,0,3,Yes,1,31,44.26,Fiber Optic,22,No,No,Yes,90.7,0.0,0,1372.06,4207.5599999999995
Female,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),3591.25,0,5148,No,Yes,0,4,Yes,1,38,49.82,Fiber Optic,27,No,Yes,No,95.0,0.0,70,1893.16,5554.41
Female,No,Yes,No,No phone service,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,63.75,0,4387,No,Yes,2,3,Yes,6,2,0.0,DSL,20,No,No,Yes,30.25,0.0,0,0.0,63.75
Female,No,No,No,No phone service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),617.15,0,2873,Yes,Yes,0,3,Yes,10,12,0.0,Cable,82,No,Yes,Yes,49.85,0.0,0,0.0,617.15
Female,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),870.25,0,2267,No,No,1,3,No,0,9,42.1,Fiber Optic,16,Yes,Yes,Yes,93.0,0.0,0,378.90000000000003,1249.15
Male,Yes,Yes,Yes,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,601.25,0,4143,No,No,1,4,No,0,11,11.86,Cable,23,Yes,No,Yes,54.55,0.0,0,130.45999999999998,731.71
Female,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),6046.1,0,5643,No,Yes,0,3,Yes,2,71,23.06,Cable,6,Yes,Yes,Yes,84.8,0.0,0,1637.26,7683.360000000001
Female,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),3923.8,0,5643,Yes,Yes,3,3,Yes,5,42,6.37,Fiber Optic,69,No,No,No,94.45,0.0,140,267.54,4331.34
Male,No,Yes,No,No phone service,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),1682.05,0,2797,No,Yes,3,5,Yes,8,28,0.0,DSL,52,Yes,Yes,Yes,60.0,0.0,0,0.0,1682.05
Female,No,No,Yes,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,3398.9,0,5357,No,Yes,0,4,Yes,7,43,41.83,Fiber Optic,15,No,No,Yes,80.45,0.0,0,1798.6899999999998,5197.59
Male,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,4984.85,0,4104,Yes,No,1,3,No,0,60,49.96,DSL,85,Yes,Yes,Yes,84.95,0.0,0,2997.6,7982.450000000001
Male,No,Yes,No,No phone service,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),305.55,0,2750,No,Yes,2,3,Yes,4,7,0.0,DSL,28,Yes,Yes,Yes,49.65,0.0,0,0.0,305.55
Male,No,No,Yes,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),2673.45,0,5939,Yes,No,0,3,No,0,27,8.86,Fiber Optic,73,No,Yes,No,100.5,0.0,70,239.21999999999997,2982.6699999999996
Male,No,No,No,No phone service,No,Yes,No,No,No,Month-to-month,No,Electronic check,389.8,0,2263,No,No,0,3,No,0,10,0.0,DSL,22,Yes,No,Yes,35.75,0.0,0,0.0,389.8
Female,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),2401.05,0,5990,No,No,0,4,No,0,27,2.97,Fiber Optic,4,No,No,Yes,86.45,0.0,0,80.19000000000001,2481.2400000000002
Female,No,No,Yes,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),651.55,0,5899,No,No,0,5,No,0,11,7.42,DSL,17,Yes,No,Yes,53.8,0.0,0,81.62,733.17
Male,No,Yes,No,No phone service,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),156.1,0,3824,No,Yes,3,4,Yes,3,4,0.0,DSL,53,No,No,Yes,38.55,0.0,0,0.0,156.1
Male,No,No,No,No phone service,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),2796.35,0,6270,Yes,No,0,4,No,0,68,0.0,DSL,58,No,Yes,Yes,39.9,0.0,0,0.0,2796.35
Male,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.05,0,2469,No,No,0,3,No,0,1,2.97,Fiber Optic,5,No,No,Yes,70.05,0.0,0,2.97,73.02
Female,No,No,No,No phone service,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),646.05,0,5977,No,Yes,0,3,Yes,5,17,0.0,DSL,23,No,No,Yes,35.65,0.0,0,0.0,646.05
Male,Yes,No,Yes,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),4903.15,0,5295,No,Yes,0,4,Yes,10,59,4.21,Fiber Optic,21,No,No,Yes,82.95,0.0,0,248.39,5151.54
Male,No,No,Yes,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,1653.85,0,5445,No,No,0,3,No,0,30,47.06,Cable,24,No,No,Yes,55.65,0.0,0,1411.8000000000002,3065.65
Male,No,No,No,No phone service,Yes,No,Yes,No,Yes,One year,No,Mailed check,463.6,0,5535,No,No,0,4,No,0,9,0.0,DSL,14,Yes,Yes,Yes,50.8,0.0,0,0.0,463.6
Female,No,Yes,Yes,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),824.85,0,5962,No,No,1,4,No,0,14,44.14,DSL,24,No,No,Yes,59.8,0.0,0,617.96,1442.81
Female,Yes,No,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2094.65,0,2057,No,No,0,3,No,0,31,47.48,Fiber Optic,8,No,No,Yes,73.55,0.0,0,1471.8799999999999,3566.5299999999997
Female,No,No,Yes,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,438.9,0,2845,No,No,0,3,No,0,7,15.84,DSL,14,No,No,Yes,61.4,0.0,0,110.88,549.78
Female,Yes,No,Yes,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,162.55,0,4267,No,No,0,4,No,0,2,24.95,Fiber Optic,22,No,No,Yes,81.5,0.0,0,49.9,212.45000000000002
Female,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),7887.25,0,5723,Yes,Yes,3,4,Yes,9,72,33.39,Fiber Optic,52,No,Yes,No,109.55,0.0,120,2404.08,10411.33
Female,No,Yes,Yes,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,1972.35,0,4331,No,Yes,2,3,Yes,6,27,46.66,Fiber Optic,28,No,No,Yes,74.4,0.0,0,1259.82,3232.17
Male,No,No,Yes,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,490.55,0,5335,No,No,0,3,No,0,7,34.59,Fiber Optic,12,No,No,Yes,74.9,0.0,0,242.13000000000002,732.6800000000001
Male,No,Yes,Yes,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),683.25,0,2136,Yes,Yes,1,3,Yes,7,11,21.14,DSL,47,No,No,Yes,59.65,0.0,0,232.54000000000002,915.79
Female,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),8058.85,0,4754,No,Yes,1,4,Yes,9,72,46.63,Fiber Optic,14,Yes,Yes,Yes,110.45,0.0,0,3357.36,11416.210000000001
Female,Yes,No,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,294.45,0,4093,No,No,0,3,No,0,4,4.29,Fiber Optic,7,No,No,Yes,74.45,0.0,0,17.16,311.61
Male,Yes,No,Yes,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,5199.8,0,5636,No,Yes,0,4,Yes,10,57,46.62,Fiber Optic,4,No,No,Yes,90.65,0.0,0,2657.3399999999997,7857.139999999999
Male,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),5163.3,0,5324,No,Yes,0,4,Yes,1,50,40.9,Fiber Optic,8,No,Yes,Yes,105.05,0.0,0,2045.0,7208.3
Male,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.45,0,2706,No,No,1,3,No,0,1,20.1,Cable,21,Yes,Yes,Yes,70.45,0.0,0,20.1,90.55000000000001
Male,No,No,Yes,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),659.45,0,2512,No,Yes,0,4,Yes,1,8,39.59,Fiber Optic,16,No,Yes,No,85.65,0.0,70,316.72,1046.17
Male,No,Yes,Yes,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,4917.9,0,4301,No,Yes,1,3,Yes,7,49,16.02,Fiber Optic,18,Yes,Yes,Yes,97.95,0.0,0,784.98,5702.879999999999
Male,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),4677.1,0,4361,No,Yes,0,3,Yes,8,67,28.06,DSL,15,Yes,No,Yes,70.9,0.0,0,1880.02,6557.120000000001
Female,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,4849.1,0,3723,No,No,0,4,No,0,47,14.54,Fiber Optic,10,No,Yes,Yes,106.35,0.0,0,683.38,5532.4800000000005
Female,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,5424.25,0,4754,No,No,0,3,No,0,53,43.57,Fiber Optic,13,Yes,Yes,Yes,99.5,0.0,0,2309.21,7733.46
Male,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,5878.9,0,5345,No,Yes,0,3,Yes,10,69,48.37,DSL,7,Yes,Yes,Yes,84.7,0.0,0,3337.5299999999997,9216.43
Male,No,No,Yes,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,244.85,0,2500,No,No,0,4,No,0,3,18.26,Fiber Optic,29,No,Yes,Yes,86.05,0.0,0,54.78,299.63
Male,No,No,Yes,No,No,No,No,No,No,Month-to-month,No,Mailed check,220.75,0,2124,No,No,0,3,No,0,4,30.07,Cable,29,No,No,Yes,44.55,0.0,0,120.28,341.03
Male,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),4261.2,0,5314,No,Yes,1,3,Yes,6,56,37.58,DSL,26,Yes,Yes,Yes,75.85,0.0,0,2104.48,6365.68
Female,No,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,89.75,0,5225,No,Yes,0,4,Yes,8,2,15.5,DSL,12,No,No,Yes,45.0,0.0,0,31.0,120.75
Female,No,Yes,Yes,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,2509.25,0,5823,No,Yes,1,3,Yes,7,28,26.28,Fiber Optic,19,Yes,Yes,Yes,90.45,0.0,0,735.84,3245.09
Male,No,No,Yes,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),1440.75,0,5095,No,No,0,5,No,0,24,23.71,DSL,4,Yes,No,Yes,60.45,0.0,0,569.04,2009.79
Female,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,5333.35,0,5071,No,Yes,3,5,Yes,8,68,7.47,DSL,29,Yes,Yes,Yes,78.45,0.0,0,507.96,5841.31
Male,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,3895.35,0,3124,Yes,No,1,3,No,0,39,14.72,Fiber Optic,85,Yes,Yes,Yes,100.55,0.0,0,574.08,4469.43
Female,No,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,512.25,0,4297,No,Yes,0,4,Yes,1,6,23.35,Fiber Optic,8,No,Yes,Yes,90.75,0.0,0,140.10000000000002,652.35
Male,No,No,Yes,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,1389.85,0,2563,No,Yes,0,4,Yes,1,27,41.48,DSL,15,Yes,No,Yes,53.8,0.0,0,1119.9599999999998,2509.8099999999995
Male,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,2894.55,0,5365,No,No,1,4,No,0,41,13.76,Cable,11,No,No,Yes,70.2,0.0,0,564.16,3458.71
Male,No,Yes,Yes,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,4025.6,0,5141,Yes,Yes,1,3,Yes,1,50,31.83,Cable,47,Yes,Yes,No,75.5,0.0,100,1591.5,5717.1
Female,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),7069.25,0,5718,No,No,0,5,No,0,64,5.68,Fiber Optic,24,Yes,Yes,No,110.5,0.0,60,363.52,7492.77
Male,Yes,No,Yes,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),2656.7,0,3553,No,Yes,0,3,Yes,10,29,32.03,Fiber Optic,16,No,Yes,Yes,90.1,0.0,0,928.87,3585.5699999999997
Female,No,No,Yes,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),1689.45,0,3519,No,Yes,0,3,Yes,3,23,31.39,DSL,29,Yes,Yes,Yes,68.75,0.0,0,721.97,2411.42
Female,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),7334.05,0,5213,No,No,0,3,No,0,64,44.31,Fiber Optic,4,Yes,Yes,Yes,115.1,0.0,0,2835.84,10169.89
Male,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),2404.85,0,5207,No,No,0,3,No,0,24,25.68,Fiber Optic,6,No,Yes,Yes,99.65,0.0,0,616.3199999999999,3021.17
Male,No,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,171.45,0,4889,No,Yes,0,5,No,0,2,49.41,Fiber Optic,20,No,No,No,91.45,0.0,10,98.82,280.27
Female,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,2839.45,0,2020,No,Yes,2,3,Yes,9,34,9.09,DSL,16,Yes,Yes,Yes,84.75,0.0,0,309.06,3148.5099999999998
Male,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,3942.45,0,5052,No,Yes,3,4,Yes,7,53,31.86,DSL,56,Yes,Yes,Yes,78.75,0.0,0,1688.58,5631.03
Male,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),6991.6,0,4054,Yes,Yes,3,3,Yes,1,72,20.79,Fiber Optic,59,Yes,Yes,Yes,97.75,0.0,0,1496.8799999999999,8488.48
Female,No,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,715.0,0,5041,No,No,0,3,No,0,7,39.02,Fiber Optic,25,Yes,Yes,Yes,100.4,0.0,0,273.14000000000004,988.1400000000001
Female,Yes,No,Yes,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),4016.2,0,2227,No,No,0,5,No,0,41,14.61,Fiber Optic,9,Yes,Yes,Yes,101.1,0.0,0,599.01,4615.21
Male,No,Yes,No,No phone service,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),3281.65,0,5281,No,Yes,2,4,Yes,2,67,0.0,DSL,17,No,Yes,Yes,50.9,0.0,0,0.0,3281.65
Male,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),7317.1,0,5935,No,Yes,0,4,Yes,8,69,33.37,Fiber Optic,24,Yes,Yes,Yes,107.2,0.0,0,2302.5299999999997,9619.630000000001
Female,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),6474.45,0,5264,No,Yes,0,4,Yes,1,70,18.67,DSL,21,Yes,Yes,Yes,92.2,0.0,0,1306.9,7781.35
Male,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),8164.1,0,6347,No,No,0,3,No,0,72,2.56,Fiber Optic,25,Yes,Yes,Yes,113.4,0.0,0,184.32,8348.42
Male,No,Yes,No,No phone service,No,No,No,Yes,No,Two year,Yes,Electronic check,1325.85,0,3897,No,Yes,1,5,Yes,10,34,0.0,DSL,29,Yes,No,Yes,40.55,0.0,0,0.0,1325.85
Female,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),7795.95,0,4182,No,No,0,4,No,0,70,44.57,Fiber Optic,26,Yes,Yes,Yes,111.95,0.0,0,3119.9,10915.85
Female,No,Yes,No,No phone service,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),3952.45,0,4954,No,Yes,1,3,Yes,10,72,0.0,Cable,14,No,Yes,Yes,53.8,0.0,0,0.0,3952.45
Male,No,Yes,Yes,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,2495.15,0,5510,Yes,No,2,4,No,0,35,10.11,DSL,73,Yes,Yes,Yes,72.1,0.0,0,353.84999999999997,2849.0
Female,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,876.75,0,2495,No,Yes,0,3,Yes,3,12,25.09,Cable,17,No,Yes,Yes,78.85,0.0,0,301.08,1177.83
Female,No,Yes,Yes,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),4263.45,0,4133,No,Yes,2,3,Yes,5,62,42.05,DSL,20,Yes,No,Yes,70.75,0.0,0,2607.1,6870.549999999999
Female,No,No,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1992.95,0,3955,Yes,No,0,3,No,0,25,21.67,DSL,48,Yes,Yes,Yes,76.15,0.0,0,541.75,2534.7
Female,No,No,No,No phone service,Yes,Yes,No,No,No,Two year,No,Mailed check,1982.1,0,4247,No,No,0,3,No,0,52,0.0,DSL,7,Yes,No,No,39.1,0.0,130,0.0,2112.1
Male,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),562.7,0,2939,No,No,0,3,No,0,8,42.53,Fiber Optic,6,No,No,Yes,69.95,0.0,0,340.24,902.94
Female,No,No,Yes,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,892.7,0,4952,No,No,0,5,No,0,18,17.33,DSL,69,No,No,No,50.0,0.0,50,311.93999999999994,1254.6399999999999
Female,No,No,Yes,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,487.75,0,5862,No,No,0,3,No,0,8,46.78,DSL,24,No,No,Yes,60.0,0.0,0,374.24,861.99
Male,No,No,Yes,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,3713.95,0,3289,No,Yes,0,3,Yes,8,45,22.8,Fiber Optic,15,No,No,Yes,84.55,0.0,0,1026.0,4739.95
Male,No,No,Yes,No,No,No,No,No,No,Month-to-month,No,Mailed check,141.7,0,3666,No,No,0,5,No,0,3,20.37,Cable,17,No,No,Yes,45.45,0.0,0,61.11,202.81
Male,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,8425.3,0,5890,No,Yes,0,3,Yes,2,72,47.82,Fiber Optic,21,Yes,Yes,Yes,115.55,0.0,0,3443.04,11868.34
Female,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),7061.65,0,4305,No,Yes,2,3,Yes,4,71,15.73,Fiber Optic,17,No,No,Yes,99.0,0.0,0,1116.83,8178.48
Male,No,Yes,No,No phone service,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),3364.55,0,4652,No,Yes,4,4,Yes,9,66,0.0,Cable,23,Yes,Yes,No,50.55,0.0,110,0.0,3474.55
Female,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),5963.95,0,4921,No,Yes,3,3,Yes,1,65,10.11,Cable,26,Yes,Yes,Yes,91.55,0.0,0,657.15,6621.099999999999
Female,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,4303.65,0,3265,No,Yes,3,5,Yes,1,42,12.6,Fiber Optic,26,Yes,Yes,Yes,100.4,0.0,0,529.1999999999999,4832.849999999999
Female,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),5935.1,0,5989,No,Yes,2,4,Yes,1,53,43.39,Fiber Optic,29,Yes,Yes,Yes,108.25,0.0,0,2299.67,8234.77
Female,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,2974.5,0,2440,No,No,1,4,No,0,30,37.42,Fiber Optic,17,Yes,Yes,Yes,101.3,0.0,0,1122.6000000000001,4097.1
Female,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1275.65,0,5913,No,No,2,3,No,0,12,16.96,Fiber Optic,18,No,Yes,Yes,105.3,0.0,0,203.52,1479.17
Female,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),4003.0,0,4759,No,No,0,4,No,0,57,11.23,DSL,30,Yes,No,Yes,69.85,0.0,0,640.11,4643.11
Female,No,No,Yes,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),3791.6,0,5912,No,Yes,0,3,No,0,58,40.16,DSL,20,No,No,No,65.25,0.0,110,2329.2799999999997,6230.879999999999
